,company,cons,pros,rating,title
2701,Google,"People get complacent. It's a big company and hard to move up so folks don't try as hard as they could. Things get put on the back burner and efficiency falls. In response, the company hires more people and trends continue. However, now there are just more people siting around doing nothing.",It's Google!! You have a number of resources at your disposal with some of the brightest people in the industry.,5.0,"""People Ops"""
2702,Google,Contractors do not have benefits like Google full time employees.,Wonderful working environment and teams. Great people and culture.,5.0,"""Sr QA Tester"""
2703,Google,"Manager-Heavy, Slow, Political, Myopic,","Benefits, Environment, Colleagues, Access, Scale",5.0,"""APMM II"""
2704,Google,"- Base compensation lower than competitive companies in the same area. - Stock takes years to vest, while San Fran bay area rent continues to rise. - Base compensation increases require complicated and time-consuming promotion process that is not guaranteed and dependent on team success. - Bay area compensation not adequate outside of SWE job positions. -Cube space open and can be noisy in some areas.","- Best co-workers ever, there are few mean people and few slackers. - Free food, free laundry. - Unvested stock on hire. - Dress code very casual.",4.0,"""Great company, low(er) pay"""
2705,Google,Not enough room to advance.,Amazing company with great people,4.0,"""My time at Google"""
2706,Google,Over saturated talent pool. Role is not well defined. Promotion rules vary a lot in between teams (managers). Most projects are dull and boring to work for. Being political seems to be required when reaching senior levels (not necessarily management).,Good benefits and perks. Learning opportunities are great.,4.0,"""Software Engineer, Tools and Infrastructure"""
2707,Google,"It's very competitive, stressful, and has become much more 'corporate'.",The people I work with are by and large the best part of my experience. They are extremely bright and make me work hard to continue developing.,4.0,"""Ad Sales"""
2708,Google,Really hard driving teams and will need to work for a length of time to persuade teams to be open to ideas,Good workplace but hard driving teams,4.0,"""Manager"""
2709,Google,"It's a big company - decisions are starting to get made for political reasons, and a few Bs have been hired who now hire Cs","Smart coworkers, beautiful offices, great perks",5.0,"""Overall great company"""
2710,Google,"It's a big company - decisions are starting to get made for political reasons, and a few Bs have been hired who now hire Cs","Smart coworkers, beautiful offices, great perks",5.0,"""Overall great company"""
2711,Google,Lots of work for me and others,Good pay for me and others,5.0,"""Good"""
2712,Google,Too big for my taste.,Everything was pretty good there.,5.0,"""Intern"""
2713,Google,"Politics, especially around promotion. Popularity and project work is more valued than real performance. As a result, you have recruiters who do a lot of projects, evangelize their work, and ""teach to the test"" re: personal metrics, but they do not provide an authentic experience to candidates and clients. But because they're more visible, they get rewarded. And if your boss's boss's boss barely knows who you are, forget it. Promotion is a game and you have to know the right people. Newer employees are wildly under-leveled. As a result you have 32-year-old new employees who are at a lower level than 26-year-olds who have been with Google for a few years. It's so strange, and I've never seen anything like it. Tracking systems are poor. Leadership's been here forever, so not a lot of innovative thinking or perspective. Almost all of senior leadership in Staffing is Google-grown, so it's a massive echo chamber.","It's Google! It really is fantastic. Perks, benefits, and people are all excellent! Super smart and capable people in recruiting that are being massively under-utilized. If you have a good manager who advocates for your work, you'll be fine.",4.0,"""Google's great. Recruiting needs work."""
2714,Google,"Hearing from other fellow interns, I think my own experience was not necessarily the same for everyone else. Some other interns felt their project was going nowhere, or their team was scattered, or that they felt they had no impact because of slow code reviews and other barriers. Also, the host matching process after you accept your internship offer is good in that you find a team that matches you, but it leads to a lot of anxiety because you can be placed anywhere from LA to MTV to NY, and you'll have no control over it. Also, many people only get matched with 1 team within of a month of the internship start, so the ""choice"" of what team you want isn't necessarily a choice.","Amazing company perks, great food, extremely friendly people. My team ate meals together often, and even went on hiking trips outside of work (MTV). My host was incredible and very helpful, and I felt that I had a lot of impact due to the smaller scale project I had in infrastructure tools. In the end, I was able to push at least 5k lines of code into production, and it felt very rewarding to do so.",5.0,"""Amazing Internship Experience"""
2715,Google,No overarching intern program between departments,Really great community of people,5.0,"""Had a wonderful intern experience"""
2716,Google,None that i can pick.,Good work environment and colleagues,5.0,"""Nice place"""
2717,Google,Commute from San Francisco to Mountain View is not ideal,"Great culture, benefits and opportunities for internal mobility",5.0,"""Strategy Manager"""
2718,Google,therer is too much work,the food is very good there,5.0,"""software engineer"""
2719,Google,The usual problems with larger companies,"Great office, great perks, very open culture",5.0,"""Software Engineer Intern"""
2720,Google,No cons to necessarily report. Large company but still feels like a young one!,Google has a great company culture making it a fun place to work every day. Everyone is always willing to help out and collaborate on issues. This is an excellent company having come from a much smaller company.,5.0,"""Best company"""
2721,Google,Tech centric -- non-core tech roles can be tough,"Great company, great people, strong culture",5.0,"""Really loved my time at Google"""
